census_chapter,census_table,census_row,census_column,sector_desc,short_desc,commodity_desc,agg_level_desc,state_fips_code,state_alpha,state_name,county_code,county_name,domaincat_desc,value
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,27,MN,MINNESOTA,,,,"3,220"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,28,MS,MISSISSIPPI,,,,"2,561"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,29,MO,MISSOURI,,,,"3,523"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,30,MT,MONTANA,,,,"9,941"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,31,NE,NEBRASKA,,,,"16,112"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,32,NV,NEVADA,,,,"2,217"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,33,NH,NEW HAMPSHIRE,,,,618
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,34,NJ,NEW JERSEY,,,,"1,980"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,35,NM,NEW MEXICO,,,,"10,745"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,36,NY,NEW YORK,,,,"3,285"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,37,NC,NORTH CAROLINA,,,,"3,708"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,38,ND,NORTH DAKOTA,,,,764
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,39,OH,OHIO,,,,"2,935"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,40,OK,OKLAHOMA,,,,"2,668"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,41,OR,OREGON,,,,"16,291"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,42,PA,PENNSYLVANIA,,,,"3,904"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,44,RI,RHODE ISLAND,,,,234
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,45,SC,SOUTH CAROLINA,,,,"2,167"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,46,SD,SOUTH DAKOTA,,,,"1,798"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,47,TN,TENNESSEE,,,,"2,011"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,48,TX,TEXAS,,,,"17,932"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,49,UT,UTAH,,,,"13,159"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,50,VT,VERMONT,,,,672
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,51,VA,VIRGINIA,,,,"2,053"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,53,WA,WASHINGTON,,,,"14,887"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,54,WV,WEST VIRGINIA,,,,581
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,55,WI,WISCONSIN,,,,"3,284"
1,1,19,1,ECONOMICS,"AG LAND, IRRIGATED - NUMBER OF OPERATIONS",AG LAND,STATE,56,WY,WYOMING,,,,"6,090"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,NATIONAL,99,US,US TOTAL,,,,"58,013,907"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,1,AL,ALABAMA,,,,"142,001"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,2,AK,ALASKA,,,,"2,400"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,4,AZ,ARIZONA,,,,"910,883"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,5,AR,ARKANSAS,,,,"4,855,143"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,6,CA,CALIFORNIA,,,,"7,833,593"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,8,CO,COLORADO,,,,"2,761,173"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,9,CT,CONNECTICUT,,,,"7,376"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,10,DE,DELAWARE,,,,"163,255"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,12,FL,FLORIDA,,,,"1,519,379"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,13,GA,GEORGIA,,,,"1,287,541"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,15,HI,HAWAII,,,,"45,452"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,16,ID,IDAHO,,,,"3,398,266"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,17,IL,ILLINOIS,,,,"612,459"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,18,IN,INDIANA,,,,"555,443"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,19,IA,IOWA,,,,"221,986"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,20,KS,KANSAS,,,,"2,503,386"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,21,KY,KENTUCKY,,,,"83,859"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,22,LA,LOUISIANA,,,,"1,235,752"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,23,ME,MAINE,,,,"32,312"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,24,MD,MARYLAND,,,,"124,831"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,25,MA,MASSACHUSETTS,,,,"23,928"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,26,MI,MICHIGAN,,,,"670,212"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,27,MN,MINNESOTA,,,,"611,621"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,28,MS,MISSISSIPPI,,,,"1,814,548"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,29,MO,MISSOURI,,,,"1,529,155"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,30,MT,MONTANA,,,,"2,061,236"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,31,NE,NEBRASKA,,,,"8,588,389"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,32,NV,NEVADA,,,,"790,425"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,33,NH,NEW HAMPSHIRE,,,,"2,207"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,34,NJ,NEW JERSEY,,,,"86,819"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,35,NM,NEW MEXICO,,,,"626,034"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,36,NY,NEW YORK,,,,"53,257"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,37,NC,NORTH CAROLINA,,,,"143,444"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,38,ND,NORTH DAKOTA,,,,"263,885"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,39,OH,OHIO,,,,"50,665"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,40,OK,OKLAHOMA,,,,"573,776"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,41,OR,OREGON,,,,"1,664,921"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,42,PA,PENNSYLVANIA,,,,"32,139"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,44,RI,RHODE ISLAND,,,,"2,956"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,45,SC,SOUTH CAROLINA,,,,"210,437"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,46,SD,SOUTH DAKOTA,,,,"492,452"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,47,TN,TENNESSEE,,,,"184,899"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,48,TX,TEXAS,,,,"4,363,345"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,49,UT,UTAH,,,,"1,097,219"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,50,VT,VERMONT,,,,"3,017"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,51,VA,VIRGINIA,,,,"63,433"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,53,WA,WASHINGTON,,,,"1,689,377"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,54,WV,WEST VIRGINIA,,,,"1,660"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,55,WI,WISCONSIN,,,,"454,362"
1,1,20,1,ECONOMICS,"AG LAND, IRRIGATED - ACRES",AG LAND,STATE,56,WY,WYOMING,,,,"1,567,599"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,NATIONAL,99,US,US TOTAL,,,,"388,522,695,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,1,AL,ALABAMA,,,,"5,980,595,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,2,AK,ALASKA,,,,"70,459,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,4,AZ,ARIZONA,,,,"3,852,008,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,5,AR,ARKANSAS,,,,"9,651,160,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,6,CA,CALIFORNIA,,,,"45,154,359,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,8,CO,COLORADO,,,,"7,491,702,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,9,CT,CONNECTICUT,,,,"580,114,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,10,DE,DELAWARE,,,,"1,465,973,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,12,FL,FLORIDA,,,,"7,357,343,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,13,GA,GEORGIA,,,,"9,573,252,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,15,HI,HAWAII,,,,"563,803,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,16,ID,IDAHO,,,,"7,567,439,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,17,IL,ILLINOIS,,,,"17,009,971,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,18,IN,INDIANA,,,,"11,107,336,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,19,IA,IOWA,,,,"28,956,455,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,20,KS,KANSAS,,,,"18,782,726,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,21,KY,KENTUCKY,,,,"5,737,920,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,22,LA,LOUISIANA,,,,"3,172,978,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,23,ME,MAINE,,,,"666,962,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,24,MD,MARYLAND,,,,"2,472,805,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,25,MA,MASSACHUSETTS,,,,"475,184,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,26,MI,MICHIGAN,,,,"8,220,935,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,27,MN,MINNESOTA,,,,"18,395,390,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,28,MS,MISSISSIPPI,,,,"6,195,968,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,29,MO,MISSOURI,,,,"10,525,938,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,30,MT,MONTANA,,,,"3,520,623,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,31,NE,NEBRASKA,,,,"21,983,430,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,32,NV,NEVADA,,,,"665,758,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,33,NH,NEW HAMPSHIRE,,,,"187,794,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,34,NJ,NEW JERSEY,,,,"1,097,950,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,35,NM,NEW MEXICO,,,,"2,582,343,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,36,NY,NEW YORK,,,,"5,369,212,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,37,NC,NORTH CAROLINA,,,,"12,900,674,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,38,ND,NORTH DAKOTA,,,,"8,234,102,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,39,OH,OHIO,,,,"9,341,225,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,40,OK,OKLAHOMA,,,,"7,465,512,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,41,OR,OREGON,,,,"5,006,822,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,42,PA,PENNSYLVANIA,,,,"7,758,884,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,44,RI,RHODE ISLAND,,,,"57,998,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,45,SC,SOUTH CAROLINA,,,,"3,008,739,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,46,SD,SOUTH DAKOTA,,,,"9,721,522,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,47,TN,TENNESSEE,,,,"3,798,934,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,48,TX,TEXAS,,,,"24,924,041,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,49,UT,UTAH,,,,"1,838,610,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,50,VT,VERMONT,,,,"780,968,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,51,VA,VIRGINIA,,,,"3,960,501,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,53,WA,WASHINGTON,,,,"9,634,461,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,54,WV,WEST VIRGINIA,,,,"754,279,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,55,WI,WISCONSIN,,,,"11,427,423,000"
1,1,21,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $",COMMODITY TOTALS,STATE,56,WY,WYOMING,,,,"1,472,113,000"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,NATIONAL,99,US,US TOTAL,,,,"190,245"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,1,AL,ALABAMA,,,,"147,334"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,2,AK,ALASKA,,,,"71,171"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,4,AZ,ARIZONA,,,,"201,824"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,5,AR,ARKANSAS,,,,"226,420"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,6,CA,CALIFORNIA,,,,"640,297"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,8,CO,COLORADO,,,,"192,623"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,9,CT,CONNECTICUT,,,,"105,074"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,10,DE,DELAWARE,,,,"636,826"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,12,FL,FLORIDA,,,,"154,599"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,13,GA,GEORGIA,,,,"225,577"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,15,HI,HAWAII,,,,"76,938"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,16,ID,IDAHO,,,,"302,746"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,17,IL,ILLINOIS,,,,"234,133"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,18,IN,INDIANA,,,,"196,073"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,19,IA,IOWA,,,,"336,296"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,20,KS,KANSAS,,,,"320,694"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,21,KY,KENTUCKY,,,,"75,533"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,22,LA,LOUISIANA,,,,"115,861"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,23,ME,MAINE,,,,"87,758"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,24,MD,MARYLAND,,,,"198,954"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,25,MA,MASSACHUSETTS,,,,"65,624"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,26,MI,MICHIGAN,,,,"172,560"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,27,MN,MINNESOTA,,,,"267,289"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,28,MS,MISSISSIPPI,,,,"177,088"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,29,MO,MISSOURI,,,,"110,427"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,30,MT,MONTANA,,,,"130,162"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,31,NE,NEBRASKA,,,,"474,476"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,32,NV,NEVADA,,,,"194,496"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,33,NH,NEW HAMPSHIRE,,,,"45,548"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,34,NJ,NEW JERSEY,,,,"111,095"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,35,NM,NEW MEXICO,,,,"103,112"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,36,NY,NEW YORK,,,,"160,572"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,37,NC,NORTH CAROLINA,,,,"277,924"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,38,ND,NORTH DAKOTA,,,,"312,324"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,39,OH,OHIO,,,,"120,059"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,40,OK,OKLAHOMA,,,,"95,065"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,41,OR,OREGON,,,,"133,104"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,42,PA,PENNSYLVANIA,,,,"145,962"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,44,RI,RHODE ISLAND,,,,"55,607"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,45,SC,SOUTH CAROLINA,,,,"121,364"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,46,SD,SOUTH DAKOTA,,,,"324,397"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,47,TN,TENNESSEE,,,,"54,284"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,48,TX,TEXAS,,,,"100,332"
1,1,22,1,ECONOMICS,"COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION",COMMODITY TOTALS,STATE,49,UT,UTAH,,,,"99,876"
