census_chapter,census_table,census_row,census_column,sector_desc,short_desc,commodity_desc,agg_level_desc,state_fips_code,state_alpha,state_name,county_code,county_name,domaincat_desc,value
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,51,VA,VIRGINIA,,,,"7,185,269"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,53,WA,WASHINGTON,,,,"13,982,534"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,54,WV,WEST VIRGINIA,,,,"3,326,025"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,55,WI,WISCONSIN,,,,"13,781,138"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,56,WY,WYOMING,,,,"27,069,318"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,15,HI,HAWAII,,,,"6,226"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,16,ID,IDAHO,,,,"23,150"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,17,IL,ILLINOIS,,,,"67,960"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,18,IN,INDIANA,,,,"53,232"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,19,IA,IOWA,,,,"79,672"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,20,KS,KANSAS,,,,"54,201"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,21,KY,KENTUCKY,,,,"70,773"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,22,LA,LOUISIANA,,,,"25,035"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,23,ME,MAINE,,,,"6,531"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,24,MD,MARYLAND,,,,"10,946"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,25,MA,MASSACHUSETTS,,,,"6,037"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,26,MI,MICHIGAN,,,,"43,923"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,27,MN,MINNESOTA,,,,"65,159"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,28,MS,MISSISSIPPI,,,,"32,116"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,29,MO,MISSOURI,,,,"88,781"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,30,MT,MONTANA,,,,"24,129"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,31,NE,NEBRASKA,,,,"43,874"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,32,NV,NEVADA,,,,"2,964"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,33,NH,NEW HAMPSHIRE,,,,"3,443"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,34,NJ,NEW JERSEY,,,,"8,519"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,35,NM,NEW MEXICO,,,,"20,970"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,36,NY,NEW YORK,,,,"30,183"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,37,NC,NORTH CAROLINA,,,,"42,910"
2,46,1,1,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,38,ND,NORTH DAKOTA,,,,"24,627"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,2,AK,ALASKA,,,,721
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,4,AZ,ARIZONA,,,,"12,035"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,5,AR,ARKANSAS,,,,"38,002"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,6,CA,CALIFORNIA,,,,"59,772"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,8,CO,COLORADO,,,,"32,322"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,9,CT,CONNECTICUT,,,,"4,317"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,10,DE,DELAWARE,,,,"1,992"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,12,FL,FLORIDA,,,,"38,263"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,13,GA,GEORGIA,,,,"36,879"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,15,HI,HAWAII,,,,"5,838"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,16,ID,IDAHO,,,,"22,167"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,17,IL,ILLINOIS,,,,"66,102"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,18,IN,INDIANA,,,,"51,611"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,19,IA,IOWA,,,,"76,996"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,20,KS,KANSAS,,,,"52,451"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,21,KY,KENTUCKY,,,,"68,305"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,22,LA,LOUISIANA,,,,"24,054"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,23,ME,MAINE,,,,"5,967"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,24,MD,MARYLAND,,,,"10,226"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,25,MA,MASSACHUSETTS,,,,"5,455"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,26,MI,MICHIGAN,,,,"41,931"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,27,MN,MINNESOTA,,,,"63,636"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,28,MS,MISSISSIPPI,,,,"31,084"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,29,MO,MISSOURI,,,,"85,769"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,30,MT,MONTANA,,,,"23,001"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,31,NE,NEBRASKA,,,,"42,726"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,32,NV,NEVADA,,,,"2,793"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,33,NH,NEW HAMPSHIRE,,,,"3,096"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,34,NJ,NEW JERSEY,,,,"7,793"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,35,NM,NEW MEXICO,,,,"19,868"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,36,NY,NEW YORK,,,,"28,308"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,37,NC,NORTH CAROLINA,,,,"40,978"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,38,ND,NORTH DAKOTA,,,,"24,143"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,39,OH,OHIO,,,,"69,661"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,40,OK,OKLAHOMA,,,,"69,580"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,41,OR,OREGON,,,,"30,739"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,42,PA,PENNSYLVANIA,,,,"47,386"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,44,RI,RHODE ISLAND,,,,854
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,45,SC,SOUTH CAROLINA,,,,"21,334"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,46,SD,SOUTH DAKOTA,,,,"27,801"
2,46,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,47,TN,TENNESSEE,,,,"62,157"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,37,NC,NORTH CAROLINA,,,,"44,522"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,38,ND,NORTH DAKOTA,,,,"27,105"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,39,OH,OHIO,,,,"76,121"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,40,OK,OKLAHOMA,,,,"73,437"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,41,OR,OREGON,,,,"32,903"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,42,PA,PENNSYLVANIA,,,,"51,865"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,44,RI,RHODE ISLAND,,,,899
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,45,SC,SOUTH CAROLINA,,,,"22,926"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,46,SD,SOUTH DAKOTA,,,,"30,801"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,47,TN,TENNESSEE,,,,"66,406"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,48,TX,TEXAS,,,,"228,372"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,49,UT,UTAH,,,,"18,133"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,50,VT,VERMONT,,,,"6,147"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,51,VA,VIRGINIA,,,,"40,078"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,53,WA,WASHINGTON,,,,"31,664"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,54,WV,WEST VIRGINIA,,,,"22,118"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,55,WI,WISCONSIN,,,,"64,515"
2,46,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,56,WY,WYOMING,,,,"11,254"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,1,AL,ALABAMA,,,,"7,952,991"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,2,AK,ALASKA,,,,"554,321"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,4,AZ,ARIZONA,,,,"21,830,460"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,5,AR,ARKANSAS,,,,"13,140,244"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,6,CA,CALIFORNIA,,,,"22,702,692"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,8,CO,COLORADO,,,,"29,483,992"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,9,CT,CONNECTICUT,,,,"339,680"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,10,DE,DELAWARE,,,,"509,779"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,12,FL,FLORIDA,,,,"9,062,795"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,13,GA,GEORGIA,,,,"9,235,575"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,15,HI,HAWAII,,,,"1,041,467"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,16,ID,IDAHO,,,,"11,150,932"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,17,IL,ILLINOIS,,,,"26,182,562"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,18,IN,INDIANA,,,,"14,496,183"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,19,IA,IOWA,,,,"29,394,338"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,20,KS,KANSAS,,,,"43,936,993"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,21,KY,KENTUCKY,,,,"12,215,632"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,22,LA,LOUISIANA,,,,"7,586,754"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,23,ME,MAINE,,,,"1,190,877"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,24,MD,MARYLAND,,,,"1,861,166"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,25,MA,MASSACHUSETTS,,,,"424,881"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,26,MI,MICHIGAN,,,,"9,384,764"
2,46,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,27,MN,MINNESOTA,,,,"24,807,752"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,9,CT,CONNECTICUT,,,,"5,634"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,10,DE,DELAWARE,,,,"2,555"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,12,FL,FLORIDA,,,,"46,777"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,13,GA,GEORGIA,,,,"44,839"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,15,HI,HAWAII,,,,"7,126"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,16,ID,IDAHO,,,,"27,125"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,17,IL,ILLINOIS,,,,"83,222"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,18,IN,INDIANA,,,,"63,125"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,19,IA,IOWA,,,,"94,382"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,20,KS,KANSAS,,,,"63,670"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,21,KY,KENTUCKY,,,,"81,049"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,22,LA,LOUISIANA,,,,"28,453"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,23,ME,MAINE,,,,"7,555"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,24,MD,MARYLAND,,,,"13,131"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,25,MA,MASSACHUSETTS,,,,"7,206"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,26,MI,MICHIGAN,,,,"51,449"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,27,MN,MINNESOTA,,,,"77,243"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,28,MS,MISSISSIPPI,,,,"36,714"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,29,MO,MISSOURI,,,,"102,551"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,30,MT,MONTANA,,,,"28,563"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,31,NE,NEBRASKA,,,,"52,367"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,32,NV,NEVADA,,,,"3,433"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,33,NH,NEW HAMPSHIRE,,,,"3,921"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,34,NJ,NEW JERSEY,,,,"9,852"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,35,NM,NEW MEXICO,,,,"24,273"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,36,NY,NEW YORK,,,,"35,985"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,37,NC,NORTH CAROLINA,,,,"49,955"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,38,ND,NORTH DAKOTA,,,,"29,588"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,39,OH,OHIO,,,,"85,430"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,40,OK,OKLAHOMA,,,,"79,858"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,41,OR,OREGON,,,,"37,727"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,42,PA,PENNSYLVANIA,,,,"59,012"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,44,RI,RHODE ISLAND,,,,"1,051"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,45,SC,SOUTH CAROLINA,,,,"25,428"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,46,SD,SOUTH DAKOTA,,,,"34,051"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,47,TN,TENNESSEE,,,,"73,502"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,48,TX,TEXAS,,,,"252,273"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,49,UT,UTAH,,,,"20,759"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,50,VT,VERMONT,,,,"7,189"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,51,VA,VIRGINIA,,,,"45,085"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,53,WA,WASHINGTON,,,,"36,430"
